timestamp,normal_flow,anomalous_flow
2023-01-01 00:00:00,20.993428306022466,20.993428306022466
2023-01-01 00:30:00,21.056340951395416,21.056340951395416
2023-01-01 01:00:00,23.937331094914242,23.937331094914242
2023-01-01 01:30:00,26.949952464451,26.949952464451
2023-01-01 02:00:00,24.6278596764725,24.6278596764725
2023-01-01 02:30:00,25.72922497570409,25.72922497570409
2023-01-01 03:00:00,30.346662469794076,30.346662469794076
2023-01-01 03:30:00,29.585569989581447,29.585569989581447
2023-01-01 04:00:00,27.83055051019681,27.83055051019681
2023-01-01 04:30:00,30.416926197587955,30.416926197587955
2023-01-01 05:00:00,28.80075125202545,28.80075125202545
2023-01-01 05:30:00,29.018318643744525,29.018318643744525
2023-01-01 06:00:00,30.478340180434614,30.478340180434614
2023-01-01 06:30:00,26.03414205058469,26.03414205058469
2023-01-01 07:00:00,26.101189307043057,26.101189307043057
2023-01-01 07:30:00,27.94633407886146,27.94633407886146
2023-01-01 08:00:00,26.403260473499124,26.403260473499124
2023-01-01 08:30:00,28.26501663066387,28.26501663066387
2023-01-01 09:00:00,24.89179915034981,24.89179915034981
2023-01-01 09:30:00,22.834863540635368,22.834863540635368
2023-01-01 10:00:00,27.441398730004124,27.441398730004124
2023-01-01 10:30:00,22.828695977422623,22.828695977422623
2023-01-01 11:00:00,22.126916260414212,22.126916260414212
2023-01-01 11:30:00,17.818429965024304,17.818429965024304
2023-01-01 12:00:00,18.243308213498423,18.243308213498423
2023-01-01 12:30:00,18.22998532838137,18.22998532838137
2023-01-01 13:00:00,14.417764266759702,14.417764266759702
2023-01-01 13:30:00,16.241294844530323,16.241294844530323
2023-01-01 14:00:00,13.139251676856443,13.139251676856443
2023-01-01 14:30:00,12.708765199021215,-2.291234800978785
2023-01-01 15:00:00,11.160064810067889,11.160064810067889
2023-01-01 15:30:00,15.275633654849905,15.275633654849905
2023-01-01 16:00:00,10.902096413180725,10.902096413180725
2023-01-01 16:30:00,8.333553170019076,8.333553170019076
2023-01-01 17:00:00,11.784387284306092,11.784387284306092
2023-01-01 17:30:00,7.563897062755409,7.563897062755409
2023-01-01 18:00:00,10.467949039124472,10.467949039124472
2023-01-01 18:30:00,6.353073114590076,6.353073114590076
2023-01-01 19:00:00,8.011821791787114,8.011821791787114
2023-01-01 19:30:00,11.624223189671532,11.624223189671532
2023-01-01 20:00:00,13.426232628715194,13.426232628715194
2023-01-01 20:30:00,13.154499723600644,13.154499723600644
2023-01-01 21:00:00,13.571204545621066,13.571204545621066
2023-01-01 21:30:00,14.301626182902243,14.301626182902243
2023-01-01 22:00:00,13.139063267630192,-1.860936732369808
2023-01-01 22:30:00,15.91835756449772,15.91835756449772
2023-01-01 23:00:00,17.745852904342634,17.745852904342634
2023-01-01 23:30:00,22.114244452437827,22.114244452437827
2023-01-02 00:00:00,20.687236579136922,20.687236579136922
2023-01-02 00:30:00,17.806789243012318,32.80678924301232
2023-01-02 01:00:00,23.29012195750245,23.29012195750245
2023-01-02 01:30:00,23.133728190802316,8.133728190802316
2023-01-02 02:00:00,23.742322425307254,23.742322425307254
2023-01-02 02:30:00,27.420851467284187,27.420851467284187
2023-01-02 03:00:00,29.250235883771197,29.250235883771197
2023-01-02 03:30:00,29.913260769508028,29.913260769508028
2023-01-02 04:00:00,27.091064235621438,27.091064235621438
2023-01-02 04:30:00,28.713381358713598,28.713381358713598
2023-01-02 05:00:00,30.3901135004575,30.3901135004575
2023-01-02 05:30:00,31.900868405129756,31.900868405129756
2023-01-02 06:00:00,29.036067161611964,29.036067161611964
2023-01-02 06:30:00,29.489384586572655,29.489384586572655
2023-01-02 07:00:00,27.338355024057066,27.338355024057066
2023-01-02 07:30:00,26.678495889182066,26.678495889182066
2023-01-02 08:00:00,30.053974358956367,30.053974358956367
2023-01-02 08:30:00,30.349002022614968,15.349002022614968
2023-01-02 09:00:00,26.563827058231567,26.563827058231567
2023-01-02 09:30:00,27.66653673909,12.666536739089999
2023-01-02 10:00:00,25.233373242256285,25.233373242256285
2023-01-02 10:30:00,21.990009069185444,21.990009069185444
2023-01-02 11:00:00,22.71465106205519,22.71465106205519
2023-01-02 11:30:00,23.743999470383155,23.743999470383155
2023-01-02 12:00:00,19.260421584328885,19.260421584328885
2023-01-02 12:30:00,21.137427460589652,21.137427460589652
2023-01-02 13:00:00,11.480261213424818,11.480261213424818
2023-01-02 13:30:00,17.133703816589428,17.133703816589428
2023-01-02 14:00:00,14.514623193170396,14.514623193170396
2023-01-02 14:30:00,12.694137997676034,12.694137997676034
2023-01-02 15:00:00,12.546999587597687,12.546999587597687
2023-01-02 15:30:00,7.595939456630243,7.595939456630243
2023-01-02 16:00:00,10.48974708698157,10.48974708698157
2023-01-02 16:30:00,11.163200170954369,11.163200170954369
2023-01-02 17:00:00,13.095085549582747,13.095085549582747
2023-01-02 17:30:00,8.969043926150158,8.969043926150158
2023-01-02 18:00:00,8.433234643328586,8.433234643328586
2023-01-02 18:30:00,9.268899275180555,9.268899275180555
2023-01-02 19:00:00,12.498998124988123,12.498998124988123
2023-01-02 19:30:00,11.888002937252654,11.888002937252654
2023-01-02 20:00:00,10.889779061190296,10.889779061190296
2023-01-02 20:30:00,13.838298027447415,13.838298027447415
2023-01-02 21:00:00,13.996656209093628,13.996656209093628
2023-01-02 21:30:00,16.8411235551466,16.8411235551466
